Genus_species,Class,Familly,Genus,Species,Fishbase_url,English_name,French_name,Size,Size_ref,Mobility,Mobility_ref,Activity,Activity_ref,Schooling,Schooling_ref,Position,Position_ref,Diet,Diet_ref
Cirrhitichthys_oxycephalus,Actinopterygii,Cirrhitidae,Cirrhitichthys,oxycephalus,https://www.fishbase.us/summary/Cirrhitichthys-oxycephalus.html,Spotted hawkfish,Epervier lutin,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Cirrhitus_pinnulatus,Actinopterygii,Cirrhitidae,Cirrhitus,pinnulatus,https://www.fishbase.us/summary/Cirrhitus-pinnulatus.html,Stocky hawkfish,Epervier de corail,30.1-50cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,piscivorous,https://doi.org/10.1098/rspb.2021.1712
Cirripectes_stigmaticus,Actinopterygii,Blenniidae,Cirripectes,stigmaticus,https://www.fishbase.us/summary/Cirripectes-stigmaticus.html,Red-streaked blenny,,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,herbivorous-detritivorous,https://doi.org/10.1098/rspb.2021.1712
Coloconger_scholesi,Actinopterygii,Colocongridae,Coloconger,scholesi,https://www.fishbase.us/summary/Coloconger-scholesi.html,Indo-Pacific shorttail conger,,,NA,,NA,,NA,,NA,,NA,,NA
Conger_cinereus,Actinopterygii,Congridae,Conger,cinereus,https://www.fishbase.us/summary/Conger-cinereus.html,Moustache conger,Anguille congre,>80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,nocturnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,piscivorous,https://doi.org/10.1098/rspb.2021.1712
Cookeolus_japonicus,Actinopterygii,Priacanthidae,Cookeolus,japonicus,https://www.fishbase.us/summary/Cookeolus-japonicus.html,Bulleye,Beauclaire longue aile,50.1-80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,nocturnal,https://doi.org/10.1098/rspb.2021.1712,3_20_individuals,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Coris_aygula,Actinopterygii,Labridae,Coris,aygula,https://www.fishbase.us/summary/Coris-aygula.html,Clown coris,Clarisse clown,50.1-80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Coris_caudimacula,Actinopterygii,Labridae,Coris,caudimacula,https://www.fishbase.us/summary/Coris-caudimacula.html,Spottail coris,,15.1-30cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Coris_cuvieri,Actinopterygii,Labridae,Coris,cuvieri,https://www.fishbase.us/summary/Coris-cuvieri.html,African coris,Clarisse africain,30.1-50cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Coris_dorsomacula,Actinopterygii,Labridae,Coris,dorsomacula,https://www.fishbase.se/summary/Coris-dorsomacula.html,Pale-barred coris,,30.1-50cm,Fishbase,mobile_within_a_reef,as other sp in genus,diurnal,as other sp in genus,solitary,as other sp in genus,benthic,Fishbase,invertivorous-targeting-mobile-invertebrate,as other sp in genus
Coris_formosa,Actinopterygii,Labridae,Coris,formosa,https://www.fishbase.us/summary/Coris-formosa.html,Queen coris,Girelle reine,30.1-50cm,to.verify.probably.fishbase,mobile_within_a_reef,to.verify.probably.fishbase,diurnal,to.verify.probably.fishbase,solitary,to.verify.probably.fishbase,benthic,to.verify.probably.fishbase,invertivorous-targeting-mobile-invertebrate,to.verify.probably.fishbase
Coryphaena_hippurus,Actinopterygii,Coryphaenidae,Coryphaena,hippurus,https://www.fishbase.us/summary/Coryphaena-hippurus.html,Dolphin,,,NA,,NA,,NA,,NA,,NA,,NA
Corythoichthys_flavofasciatus,Actinopterygii,Syngnathidae,Corythoichthys,flavofasciatus,https://www.fishbase.us/summary/Corythoichthys-flavofasciatus.html,Network pipefish,,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,pairing,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Corythoichthys_schultzi,Actinopterygii,Syngnathidae,Corythoichthys,schultzi,https://www.fishbase.us/summary/Corythoichthys-schultzi.html,Guilded pipefish,,15.1-30cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,pairing,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Cotylopus_rubripinnis,Actinopterygii,Gobiidae,Cotylopus,rubripinnis,https://www.fishbase.us/summary/Cotylopus-rubripinnis.html,NA,,,NA,,NA,,NA,,NA,,NA,,NA
Crenimugil_buchanani,Actinopterygii,Mugilidae,Crenimugil,buchanani,https://www.fishbase.us/summary/Crenimugil-buchanani.html,Bluetail mullet,,,NA,,NA,,NA,,NA,,NA,,NA
Crenimugil_seheli,Actinopterygii,Mugilidae,Crenimugil,seheli,https://www.fishbase.us/summary/Crenimugil-seheli.html,Bluespot mullet,Mulet,,NA,,NA,,NA,,NA,,NA,,NA
Cryptocentrus_caeruleomaculatus,Actinopterygii,Gobiidae,Cryptocentrus,caeruleomaculatus,https://www.fishbase.us/summary/Cryptocentrus-caeruleomaculatus.html,Blue-speckled prawn-goby,,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,omnivorous,https://doi.org/10.1098/rspb.2021.1712
Ctenochaetus_binotatus,Actinopterygii,Acanthuridae,Ctenochaetus,binotatus,https://www.fishbase.us/summary/Ctenochaetus-binotatus.html,Twospot bristletooth,,15.1-30cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,3_20_individuals,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,omnivorous,https://doi.org/10.1098/rspb.2021.1712
Ctenochaetus_striatus,Actinopterygii,Acanthuridae,Ctenochaetus,striatus,https://www.fishbase.us/summary/Ctenochaetus-striatus.html,Striped bristletooth,,15.1-30cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,20_50_individuals,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,omnivorous,https://doi.org/10.1098/rspb.2021.1712
Ctenochaetus_truncatus,Actinopterygii,Acanthuridae,Ctenochaetus,truncatus,https://www.fishbase.us/summary/Ctenochaetus-truncatus.html,NA,,15.1-30cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,3_20_individuals,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,omnivorous,https://doi.org/10.1098/rspb.2021.1712
Cubiceps_capensis,Actinopterygii,Nomeidae,Cubiceps,capensis,https://www.fishbase.us/summary/Cubiceps-capensis.html,Cape fathead,,,NA,,NA,,NA,,NA,,NA,,NA
Cymolutes_praetextatus,Actinopterygii,Labridae,Cymolutes,praetextatus,https://www.fishbase.us/summary/Cymolutes-praetextatus.html,Knife razorfish,,15.1-30cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Cypselurus_oligolepis,Actinopterygii,Exocoetidae,Cypselurus,oligolepis,https://www.fishbase.us/summary/Cypselurus-oligolepis.html,Bleeker's flyingfish,,,NA,,NA,,NA,,NA,,NA,,NA
Dactyloptena_orientalis,Actinopterygii,Dactylopteridae,Dactyloptena,orientalis,https://www.fishbase.us/summary/Dactyloptena-orientalis.html,Flying gurnard,Grondin volant rouge,30.1-50cm,https://doi.org/10.1098/rspb.2021.1712,mobile_between_reefs,https://doi.org/10.1098/rspb.2021.1712,nocturnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Dascyllus_aruanus,Actinopterygii,Pomacentridae,Dascyllus,aruanus,https://www.fishbase.us/summary/Dascyllus-aruanus.html,Humbug dascyllus,,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,20_50_individuals,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,planktivorous,https://doi.org/10.1098/rspb.2021.1712
Dascyllus_carneus,Actinopterygii,Pomacentridae,Dascyllus,carneus,https://www.fishbase.us/summary/Dascyllus-carneus.html,Indian dascyllus,Dascyllus indien,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,20_50_individuals,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,planktivorous,https://doi.org/10.1098/rspb.2021.1712
Dascyllus_trimaculatus,Actinopterygii,Pomacentridae,Dascyllus,trimaculatus,https://www.fishbase.us/summary/Dascyllus-trimaculatus.html,Three-spot dascyllus,Boeteur,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,3_20_individuals,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,planktivorous,https://doi.org/10.1098/rspb.2021.1712
Decapterus_macarellus,Actinopterygii,Carangidae,Decapterus,macarellus,https://www.fishbase.us/summary/Decapterus-macarellus.html,Mackerel scad,Makriau,,NA,,NA,,NA,,NA,,NA,,NA
Decapterus_russelli,Actinopterygii,Carangidae,Decapterus,russelli,https://www.fishbase.us/summary/Decapterus-russelli.html,Indian scad,,,NA,,NA,,NA,,NA,,NA,,NA
Dendrochirus_biocellatus,Actinopterygii,Scorpaenidae,Dendrochirus,biocellatus,https://www.fishbase.us/summary/Dendrochirus-biocellatus.html,Ocellated lionfish,,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,nocturnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Dendrochirus_brachypterus,Actinopterygii,Scorpaenidae,Dendrochirus,brachypterus,https://www.fishbase.us/summary/Dendrochirus-brachypterus.html,Shortfin lionfish,,15.1-30cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,nocturnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Dendrochirus_zebra,Actinopterygii,Scorpaenidae,Dendrochirus,zebra,https://www.fishbase.us/summary/Dendrochirus-zebra.html,Zebra lionfish,,15.1-30cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,nocturnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,piscivorous,https://doi.org/10.1098/rspb.2021.1712
Dermatolepis_striolata,Actinopterygii,Serranidae,Dermatolepis,striolata,https://www.fishbase.us/summary/Dermatolepis-striolata.html,Smooth grouper,,>80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,both_diurnal_and_nocturnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,piscivorous,https://doi.org/10.1098/rspb.2021.1712
Diagramma_labiosum,Actinopterygii,Haemulidae,Diagramma,labiosum,https://www.fishbase.us/summary/Diagramma-labiosum.html,Painted sweetlips,Diagramme voilier,>80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,20_50_individuals,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Diagramma_pictum,Actinopterygii,Haemulidae,Diagramma,pictum,https://www.fishbase.us/summary/Diagramma-pictum.html,Painted sweetlips,Diagramme voilier,,NA,,NA,,NA,,NA,,NA,,NA
Diodon_hystrix,Actinopterygii,Diodontidae,Diodon,hystrix,https://www.fishbase.us/summary/Diodon-hystrix.html,Porcupinefish,,>80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,both_diurnal_and_nocturnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Diodon_liturosus,Actinopterygii,Diodontidae,Diodon,liturosus,https://www.fishbase.us/summary/Diodon-liturosus.html,Shortspine porcupinefish,,50.1-80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,both_diurnal_and_nocturnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Drepane_longimana,Actinopterygii,Drepaneidae,Drepane,longimana,https://www.fishbase.us/summary/Drepane-longimana.html,Concertina fish,,50.1-80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_between_reefs,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,20_50_individuals,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Echeneis_naucrates,Actinopterygii,Echeneidae,Echeneis,naucrates,https://www.fishbase.us/summary/Echeneis-naucrates.html,Sharksucker,Pilote,>80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_between_reefs,https://doi.org/10.1098/rspb.2021.1712,both_diurnal_and_nocturnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,pelagic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Echidna_nebulosa,Actinopterygii,Muraenidae,Echidna,nebulosa,https://www.fishbase.us/summary/Echidna-nebulosa.html,Snowflake moray,,>80cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,nocturnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Echidna_sp.,Actinopterygii,Muraenidae,Echidna,sp.,NA,NA,,,NA,,NA,,NA,,NA,,NA,,NA
Ecsenius_frontalis,Actinopterygii,Blenniidae,Ecsenius,frontalis,https://www.fishbase.se/summary/Ecsenius-frontalis.html,Smooth-fin blenny,,,NA,,NA,,NA,,NA,,NA,,NA
Ecsenius_lineatus,Actinopterygii,Blenniidae,Ecsenius,lineatus,https://www.fishbase.us/summary/Ecsenius-lineatus.html,Linear blenny,,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,omnivorous,https://doi.org/10.1098/rspb.2021.1712
Ecsenius_midas,Actinopterygii,Blenniidae,Ecsenius,midas,https://www.fishbase.us/summary/Ecsenius-midas.html,Midas blenny,Blennie midas,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,3_20_individuals,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,omnivorous,https://doi.org/10.1098/rspb.2021.1712
Ecsenius_nalolo,Actinopterygii,Blenniidae,Ecsenius,nalolo,https://www.fishbase.us/summary/Ecsenius-nalolo.html,Nalolo,,0-7cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,omnivorous,https://doi.org/10.1098/rspb.2021.1712
Elagatis_bipinnulata,Actinopterygii,Carangidae,Elagatis,bipinnulata,https://www.fishbase.us/summary/Elagatis-bipinnulata.html,Rainbow runner,Coureur arc-en-ciel,>80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_between_reefs,https://doi.org/10.1098/rspb.2021.1712,both_diurnal_and_nocturnal,https://doi.org/10.1098/rspb.2021.1712,20_50_individuals,https://doi.org/10.1098/rspb.2021.1712,pelagic,https://doi.org/10.1098/rspb.2021.1712,piscivorous,https://doi.org/10.1098/rspb.2021.1712
Eleotris_fusca,Actinopterygii,Eleotridae,Eleotris,fusca,https://www.fishbase.us/summary/Eleotris-fusca.html,Brown gudgeon,Bichique noir,,NA,,NA,,NA,,NA,,NA,,NA
Eleotris_mauritiana,Actinopterygii,Eleotridae,Eleotris,mauritiana,https://www.fishbase.us/summary/Eleotris-mauritiana.html,Widehead sleeper,Cabot noir,,NA,,NA,,NA,,NA,,NA,,NA
Ellochelon_vaigiensis,Actinopterygii,Mugilidae,Ellochelon,vaigiensis,https://www.fishbase.us/summary/Ellochelon-vaigiensis.html,Squaretail mullet,Mulet mopiro,,NA,,NA,,NA,,NA,,NA,,NA
Encrasicholina_heteroloba,Actinopterygii,Engraulidae,Encrasicholina,heteroloba,https://www.fishbase.us/summary/Encrasicholina-heteroloba.html,Shorthead anchovy,Anchois douanier,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,mobile_between_reefs,https://doi.org/10.1098/rspb.2021.1712,both_diurnal_and_nocturnal,https://doi.org/10.1098/rspb.2021.1712,>50_individuals,https://doi.org/10.1098/rspb.2021.1712,pelagic,https://doi.org/10.1098/rspb.2021.1712,planktivorous,https://doi.org/10.1098/rspb.2021.1712
Epibulus_insidiator,Actinopterygii,Labridae,Epibulus,insidiator,https://www.fishbase.us/summary/Epibulus-insidiator.html,Slingjaw wrasse,,30.1-50cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,piscivorous,https://doi.org/10.1098/rspb.2021.1712
Epinephelus_areolatus,Actinopterygii,Serranidae,Epinephelus,areolatus,https://www.fishbase.us/summary/Epinephelus-areolatus.html,Areolate grouper,,30.1-50cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,both_diurnal_and_nocturnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,piscivorous,https://doi.org/10.1098/rspb.2021.1712
Epinephelus_chlorostigma,Actinopterygii,Serranidae,Epinephelus,chlorostigma,https://www.fishbase.us/summary/Epinephelus-chlorostigma.html,Brownspotted grouper,,50.1-80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,both_diurnal_and_nocturnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,piscivorous,https://doi.org/10.1098/rspb.2021.1712
